,sample_id,# MS2 peaks,# MS3 peaks,# MS4 peaks,# MS5 peaks,Parent m/z,MA (lower est.),MA (upper est.),MA (mean est.),MA (est.),MA (MW est.),formula,MW,CAS,SMILES,Dataset,MA,Error
341,5repeatAllMolecules/LY171883_2,36,64,0,0,319.1759,15.23528464,22.66308541,19.9002811,"[19.29621492 20.70125642 15.23528464 20.53760383 21.57495837 21.13854042
 16.92829059 16.78116637 20.20430194 20.55576026 20.99040001 19.36023734
 21.8371135  22.53364868 18.95557348 20.86776977 22.66308541 16.1259138
 20.98216319 20.73633903]",22.17277943,C16H22N4O3,318.169191,88107-10-2,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,NatComm,16,3.900281099
342,5repeatAllMolecules/LY171883_3,34,64,0,0,319.1761,15.27035071,23.4312189,19.8910227,"[19.25294472 18.84155685 18.30769678 22.44552532 16.12954099 20.75503709
 20.33942601 15.27035071 23.34762995 23.03393554 16.7403075  21.2433041
 19.39343209 19.16364109 23.4312189  20.64101339 20.55302747 20.04983966
 19.35864249 19.52238339]",22.76129348,C16H22N4O3,318.169191,88107-10-2,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,NatComm,16,3.891022702
343,5repeatAllMolecules/LY171883_4,36,74,0,0,319.1761,13.7886859,25.48988319,19.53707196,"[17.53869347 13.7886859  19.35662488 19.86489166 16.36311374 23.66732977
 20.5314541  16.31700609 25.48988319 20.35879672 14.07754548 19.20380566
 20.87892219 16.01816161 21.22357692 18.53104235 23.9859804  24.26521233
 17.5521925  21.72852032]",22.76129348,C16H22N4O3,318.169191,88107-10-2,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,NatComm,16,3.537071965
344,5repeatAllMolecules/LY171883_5,37,62,0,0,319.1761,13.7886859,25.48988319,19.53707196,"[17.53869347 13.7886859  19.35662488 19.86489166 16.36311374 23.66732977
 20.5314541  16.31700609 25.48988319 20.35879672 14.07754548 19.20380566
 20.87892219 16.01816161 21.22357692 18.53104235 23.9859804  24.26521233
 17.5521925  21.72852032]",22.76129348,C16H22N4O3,318.169191,88107-10-2,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,NatComm,16,3.537071965
345,5repeatAllMolecules/Leflunomide_1,13,2337,0,0,271.0684,11.05508015,18.43936672,14.76825921,"[11.05508015 15.12562863 16.17755173 13.98611062 13.13468294 18.43936672
 11.36446244 14.10813213 18.30053498 15.04058936 15.46505942 15.97081762
 15.56416255 15.79967359 13.6858705  13.05688825 13.14067399 15.67269018
 16.48812288 13.78908548]",19.01474435,C12H9F3N2O2,270.061611,75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,NatComm,14,0.768259207
346,5repeatAllMolecules/Leflunomide_2,12,1930,0,0,271.0685,9.902362763,15.3748711,12.86621789,"[11.26507894 11.45196587 14.9255408  12.8902138  13.39501955 12.0004936
 13.09580168 13.43586622 14.61814234 11.66893108 15.01603772 14.00610062
 15.3748711  12.49828107 14.32040269 13.66417087 12.45628155 10.28836602
 11.05042953  9.90236276]",20.06951675,C12H9F3N2O2,270.061611,75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,NatComm,14,1.13378211
347,5repeatAllMolecules/Leflunomide_3,13,2134,0,0,271.0685,10.67656051,17.03227438,13.81567609,"[11.99580431 13.92438358 14.61673163 11.64840457 10.96777077 17.03227438
 14.8345308  15.353774   13.32463028 14.43308855 13.97738044 13.89698886
 14.56938592 14.1220102  15.54094411 12.87289789 16.76260756 14.42293577
 10.67656051 11.34041759]",20.06951675,C12H9F3N2O2,270.061611,75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,NatComm,14,0.184323914
348,5repeatAllMolecules/Leflunomide_4,14,2316,0,0,271.0685,12.12956413,17.93894418,14.9919504,"[15.14276435 16.01962109 12.81402776 15.92094901 13.82181756 16.61111775
 17.587148   16.39869779 14.27611815 13.24951332 17.93894418 15.58424853
 13.88911298 12.38155656 17.09257909 13.34723409 16.09111304 15.5312885
 12.12956413 14.01159205]",20.06951675,C12H9F3N2O2,270.061611,75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,NatComm,14,0.991950397
349,5repeatAllMolecules/Leflunomide_5,12,1944,0,0,271.0685,6.403195556,11.59952622,9.773342327,"[ 9.92632969 11.1913692   9.96672721  8.7213614   8.90842941  8.54927012
  6.40319556  8.34396227 10.25131691 11.09421597  8.73464877 10.49589434
 11.59952622  9.93475587 10.48112716  7.42231519  9.82522675 11.02969511
 11.00292598 11.58455342]",20.06951675,C12H9F3N2O2,270.061611,75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,NatComm,14,4.226657673
350,5repeatAllMolecules/Methionine_1,12,8,0,0,150.0581,5.750552079,11.75150574,8.099506885,"[ 7.1281986   8.91383738  7.51898387  7.39354982  8.27253738 11.75150574
  8.05609597  5.75055208  8.35366869  7.83293443  8.08754588  7.03180658
  6.4748483   9.33793199  7.73247061  9.61379853  8.65582224  6.63755328
  7.56747627  9.87902005]",9.725332335,C5H11NO2S,149.051051,63-68-3,CSCC[C@H](N)C(=O)O,NatComm,7,1.099506885
351,5repeatAllMolecules/Methionine_2,12,113,0,0,150.0581,5.065037428,10.75521144,7.933961164,"[ 7.71698135  9.93467297  5.06503743  8.16351124  9.99601233 10.75521144
  7.98226605  7.95366934  5.33650645  7.25144614  8.32150211  6.89481464
  8.68142439  6.35271356  6.07916687  7.43710132  9.06824511  6.94747225
 10.13751421  8.60395409]",9.725332335,C5H11NO2S,149.051051,63-68-3,CSCC[C@H](N)C(=O)O,NatComm,7,0.933961164
352,5repeatAllMolecules/Methionine_3,12,9,0,0,150.0581,5.750552079,11.75150574,8.099506885,"[ 7.1281986   8.91383738  7.51898387  7.39354982  8.27253738 11.75150574
  8.05609597  5.75055208  8.35366869  7.83293443  8.08754588  7.03180658
  6.4748483   9.33793199  7.73247061  9.61379853  8.65582224  6.63755328
  7.56747627  9.87902005]",9.725332335,C5H11NO2S,149.051051,63-68-3,CSCC[C@H](N)C(=O)O,NatComm,7,1.099506885
353,5repeatAllMolecules/Methionine_4,12,9,0,0,150.0581,5.750552079,11.75150574,8.099506885,"[ 7.1281986   8.91383738  7.51898387  7.39354982  8.27253738 11.75150574
  8.05609597  5.75055208  8.35366869  7.83293443  8.08754588  7.03180658
  6.4748483   9.33793199  7.73247061  9.61379853  8.65582224  6.63755328
  7.56747627  9.87902005]",9.725332335,C5H11NO2S,149.051051,63-68-3,CSCC[C@H](N)C(=O)O,NatComm,7,1.099506885
354,5repeatAllMolecules/N4Methoxybenzylidene_1,15,34,0,0,268.169,12.90846118,20.45815895,16.84649846,"[18.40422627 15.945904   18.86859276 17.2923428  17.96803046 13.10593527
 19.14627551 16.79625082 18.04553716 20.45815895 15.06408689 18.68815226
 14.09664591 16.48712562 14.74504812 14.70616175 17.51181649 18.57930778
 18.11190915 12.90846118]",18.44702358,C18H21NO,267.162314,26227-73-6,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,NatComm,12,4.846498456
355,5repeatAllMolecules/N4Methoxybenzylidene_2,15,35,0,0,268.169,13.05236265,20.05599539,16.6505555,"[13.05236265 17.1250679  17.88426259 17.47707307 16.00073802 20.05599539
 17.39605928 15.79001871 14.26311306 19.67342104 16.06523961 16.48434901
 16.73927279 15.16380709 17.13748803 15.14107857 16.78058493 15.27094977
 17.5041577  18.00607069]",18.44702358,C18H21NO,267.162314,26227-73-6,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,NatComm,12,4.650555495
356,5repeatAllMolecules/N4Methoxybenzylidene_3,13,32,0,0,268.169,13.05236265,20.05599539,16.6505555,"[13.05236265 17.1250679  17.88426259 17.47707307 16.00073802 20.05599539
 17.39605928 15.79001871 14.26311306 19.67342104 16.06523961 16.48434901
 16.73927279 15.16380709 17.13748803 15.14107857 16.78058493 15.27094977
 17.5041577  18.00607069]",18.44702358,C18H21NO,267.162314,26227-73-6,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,NatComm,12,4.650555495
357,5repeatAllMolecules/N4Methoxybenzylidene_4,15,36,0,0,268.169,13.05236265,20.05599539,16.6505555,"[13.05236265 17.1250679  17.88426259 17.47707307 16.00073802 20.05599539
 17.39605928 15.79001871 14.26311306 19.67342104 16.06523961 16.48434901
 16.73927279 15.16380709 17.13748803 15.14107857 16.78058493 15.27094977
 17.5041577  18.00607069]",18.44702358,C18H21NO,267.162314,26227-73-6,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,NatComm,12,4.650555495
358,5repeatAllMolecules/N4Methoxybenzylidene_5,15,36,0,0,268.1691,14.11135047,20.46355792,16.88056774,"[15.51962382 16.29875197 14.79270841 19.09277718 19.25455299 17.40824523
 18.32543841 20.46355792 14.11135047 16.60006158 16.46947178 18.09381529
 16.63311659 15.98905739 14.56375991 15.88882961 17.03678016 17.87882689
 17.02134684 16.16928232]",18.93235238,C18H21NO,267.162314,26227-73-6,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,NatComm,12,4.880567739
359,5repeatAllMolecules/Necrostatin5_1,47,241,0,0,384.083,20.78453508,29.34659299,23.84953027,"[20.78453508 24.10832993 22.7861139  23.8244784  21.1792798  27.87584133
 21.4095078  22.3637031  23.0957899  27.02249669 24.43004807 24.510396
 23.02019533 24.05128472 23.3689885  23.11895439 23.0354192  23.35280423
 24.305846   29.34659299]",27.35512128,C19H17N3O2S2 ,383.076221,337349-54-9,COc1ccc(-n2c(SCC#N)nc3sc4c(c3c2=O)CCCC4)cc1,NatComm,20,3.849530268
360,5repeatAllMolecules/Necrostatin5_2,33,101,0,0,384.083,20.37794651,29.36484596,23.7031055,"[24.36911755 21.96851337 29.36484596 22.73059323 20.47692076 24.49359541
 23.14302213 22.45642759 26.99423594 22.38017126 22.19968927 25.02251144
 22.72807674 24.26804099 20.65718465 22.77584248 20.37794651 25.90731235
 25.79069099 25.95737133]",27.35512128,C19H17N3O2S2 ,383.076221,337349-54-9,COc1ccc(-n2c(SCC#N)nc3sc4c(c3c2=O)CCCC4)cc1,NatComm,20,3.703105498
361,5repeatAllMolecules/Necrostatin5_3,35,109,0,0,384.0831,20.71530628,29.37104051,23.90801556,"[22.90685276 24.61855123 29.37104051 23.87973012 21.19982059 22.96338298
 20.71530628 27.62059982 24.76060287 22.5816021  25.07644435 22.75456036
 22.60282656 27.53993153 22.46232756 21.89486099 21.15076121 24.70470883
 24.46813695 24.88826357]",26.51110122,C19H17N3O2S2 ,383.076221,337349-54-9,COc1ccc(-n2c(SCC#N)nc3sc4c(c3c2=O)CCCC4)cc1,NatComm,20,3.908015558
362,5repeatAllMolecules/Necrostatin5_4,47,187,0,0,384.0829,14.92325157,30.3311816,23.8398802,"[23.70103288 23.6399529  28.04852863 23.57246144 19.2926169  24.50382396
 14.92325157 24.79455245 26.8397607  23.35070028 22.7644272  26.8964692
 24.22117348 30.3311816  23.16214143 27.24951449 17.36434409 23.79099408
 25.77524329 22.57543342]",26.77360639,C19H17N3O2S2 ,383.076221,337349-54-9,COc1ccc(-n2c(SCC#N)nc3sc4c(c3c2=O)CCCC4)cc1,NatComm,20,3.839880199
363,5repeatAllMolecules/Necrostatin5_5,44,167,0,0,384.0829,19.74673354,27.30120586,23.42038193,"[26.42148855 24.67993791 27.30120586 25.05469882 19.74673354 22.59869468
 23.16098583 23.81847739 22.7716036  21.39013903 22.23867069 24.28461415
 22.28010727 25.81760555 23.97177705 23.22214984 21.80028985 21.56998012
 22.02302208 24.25545676]",26.77360639,C19H17N3O2S2 ,383.076221,337349-54-9,COc1ccc(-n2c(SCC#N)nc3sc4c(c3c2=O)CCCC4)cc1,NatComm,20,3.420381928
364,5repeatAllMolecules/Necrostatin7_1,23,57,0,0,372.0381,18.75511409,28.77530166,23.02664561,"[22.30356611 28.77530166 23.01122564 23.85786044 18.75511409 27.34255021
 22.0549522  19.53150039 21.25002468 19.68425449 25.65385439 20.12172864
 20.65354491 25.57867598 23.72799863 24.03193716 22.04226867 24.66590199
 26.03728988 21.45336206]",26.38479754,C16H10FN5OS2,371.0318,351062-08-3,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1nccs1,NatComm,18,5.026645611
365,5repeatAllMolecules/Necrostatin7_2,17,51,0,0,372.038,18.66614434,27.2969661,22.488948,"[23.58113625 18.66614434 26.91932671 25.94455512 22.58818537 23.38118992
 19.41701334 23.90674127 21.76398289 20.5926135  19.95187013 18.70116442
 27.2969661  22.8545386  21.35224799 25.53287966 23.88412346 22.06228891
 19.31900689 22.06298521]",25.13228492,C16H10FN5OS2,371.0318,351062-08-3,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1nccs1,NatComm,18,4.488948004
366,5repeatAllMolecules/Necrostatin7_3,23,63,0,0,372.0381,19.49558492,29.96907553,23.57830697,"[24.69652425 19.73077009 26.94933574 29.96907553 22.11574024 22.10697995
 21.44988026 20.69701792 27.59244281 24.36190471 25.26397909 24.34063196
 23.23167272 23.80988414 22.15844402 24.91556806 23.41655039 19.49558492
 21.64398238 23.62017029]",26.38479754,C16H10FN5OS2,371.0318,351062-08-3,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1nccs1,NatComm,18,5.578306974
367,5repeatAllMolecules/Necrostatin7_4,23,56,0,0,372.0381,18.97213757,28.13889618,23.03367087,"[22.5990168  24.24279745 23.83445532 18.97213757 24.02590418 21.27048216
 23.89040211 23.76687523 24.97608406 19.73881254 23.39648675 23.23432061
 28.13889618 19.03895804 20.06833777 27.94785225 20.81459402 24.57715585
 23.24463454 22.89521393]",26.38479754,C16H10FN5OS2,371.0318,351062-08-3,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1nccs1,NatComm,18,5.033670867
368,5repeatAllMolecules/Necrostatin7_5,12,165,0,0,372.0379,18.73212717,26.36211315,23.07122002,"[22.33265593 22.54551297 22.55818203 22.90891744 20.85029686 24.38922235
 23.05186161 25.24552422 21.02527358 26.36211315 23.41916074 23.16478862
 22.02788773 23.52150669 25.22302919 18.73212717 23.38838942 23.47186992
 26.2420361  20.96404467]",26.48242323,C16H10FN5OS2,371.0318,351062-08-3,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1nccs1,NatComm,18,5.07122002
369,5repeatAllMolecules/Nimodipine_1,74,314,0,0,419.1807,20.53686639,31.58259782,26.62605457,"[31.58259782 28.81765317 25.56078502 30.74899021 25.8740972  27.53435875
 26.02825072 29.0292678  31.44402718 21.72177659 28.06680658 23.73732879
 20.53686639 27.13639284 23.90100968 24.86762373 25.72025999 25.62754216
 27.31293417 27.27252272]",27.8265257,C21H26N2O7,418.174002,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NatComm,16,10.62605457
370,5repeatAllMolecules/Nimodipine_2,63,311,0,0,419.1807,22.7875724,30.71167509,26.78050413,"[26.22296332 23.67164562 22.7875724  25.8077736  27.67945234 28.09839913
 29.53764491 28.69260462 27.26922214 23.69065856 28.46751071 26.33841606
 24.21373008 29.9949541  27.7290827  28.10870867 30.71167509 23.60068836
 28.29887305 24.68850704]",27.8265257,C21H26N2O7,418.174002,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NatComm,16,10.78050413
371,5repeatAllMolecules/Nimodipine_3,70,298,0,0,419.1807,21.9921141,29.46866229,26.39910114,"[27.98435288 25.22236413 25.56018212 27.79299942 21.9921141  28.54595039
 27.37097364 27.67019548 23.35862101 27.17630893 24.15018531 29.46866229
 22.52220051 26.60265752 24.84984727 29.31602521 28.95424751 27.32011387
 25.74570588 26.37831536]",27.8265257,C21H26N2O7,418.174002,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NatComm,16,10.39910114
372,5repeatAllMolecules/Nimodipine_4,57,49,0,0,419.1807,22.55660555,33.00590542,26.8460501,"[23.84170573 27.38868372 27.31993299 30.34991236 30.39602861 22.55660555
 25.90325085 25.79389505 29.95347872 24.50412466 27.32362841 27.3671644
 28.31777494 25.13011351 29.01453094 24.88813253 23.38539546 26.59804553
 33.00590542 23.88269263]",27.8265257,C21H26N2O7,418.174002,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NatComm,16,10.8460501
373,5repeatAllMolecules/Nimodipine_5,7,320,0,0,420.4166,21.55425857,32.03455815,27.12210286,"[31.56591577 28.76755042 28.74843518 28.2274252  26.92926472 29.92025382
 24.3380197  23.60769908 28.62716916 29.34837479 21.55425857 22.73702125
 23.91122727 23.60159228 26.02484718 29.62599853 25.3922284  32.03455815
 26.73495833 30.7452594 ]",29.13809782,C21H26N2O7,418.174002,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NatComm,16,11.12210286
374,5repeatAllMolecules/Oxacillin_1,6,1114,0,0,424.093,17.38465343,24.79459982,21.45449271,"[24.79459982 22.4380263  23.70564747 22.22938345 22.55250691 23.58555534
 21.56558689 19.00030264 19.60324611 21.4922054  23.15683414 20.60314086
 19.68871509 17.38465343 24.14964153 24.47762854 18.18771989 20.0866811
 21.69531073 18.69246849]",29.71061582,C19H19N3O5S,401.104544,66-79-5,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NatComm,19,2.454492707
375,5repeatAllMolecules/Oxacillin_2,6,1362,0,0,424.0931,18.41489948,25.42083695,21.60852869,"[21.05697955 22.0216786  24.16560389 20.43601304 22.44530628 25.42083695
 19.15162417 21.56430627 20.94117622 21.68107431 19.57031077 20.68888942
 18.41489948 24.05662322 23.62316868 23.39038209 21.03147472 21.41977672
 20.24752916 20.84292035]",29.05575479,C19H19N3O5S,401.104544,66-79-5,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NatComm,19,2.608528694
376,5repeatAllMolecules/Oxacillin_3,7,1177,0,0,424.0931,19.86477721,28.36964196,25.26142659,"[25.37484519 23.64451042 24.96084973 26.5557658  25.96003623 25.89283394
 24.50618145 25.19973739 25.2890933  27.22634422 19.86477721 22.51152685
 27.07799119 23.24851231 28.36964196 28.23674831 23.51255184 26.05525289
 26.64918806 25.09214358]",29.05575479,C19H19N3O5S,401.104544,66-79-5,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NatComm,19,6.261426594
377,5repeatAllMolecules/Oxacillin_4,6,1144,0,0,424.093,15.81168969,28.18933044,22.27516343,"[18.73128828 22.67129124 20.03157904 23.0229381  21.29926248 23.49324468
 15.81168969 18.41317832 25.87283974 28.18933044 24.03507093 22.31472495
 21.38131229 23.51281473 23.58771284 21.98599203 24.28496068 21.80648387
 21.27240727 23.78514702]",29.71061582,C19H19N3O5S,401.104544,66-79-5,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NatComm,19,3.275163432
378,5repeatAllMolecules/Oxacillin_5,5,156,0,0,424.0929,18.75338491,32.33219454,26.56188791,"[30.61257624 26.67211984 21.68929521 26.6390015  26.19790941 29.56244145
 25.32843109 27.59393637 32.33219454 27.85159797 25.06183598 23.75639026
 18.75338491 30.395492   25.00992373 24.75997617 24.8334614  29.61786075
 31.11756233 23.45236716]",29.27558374,C19H19N3O5S,401.104544,66-79-5,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NatComm,19,7.561887915
379,5repeatAllMolecules/PinacolEster_1,10,35,0,0,248.1198,9.707960744,19.44741142,15.0170921,"[15.86069245 17.04216462  9.70796074 11.71740788 17.4343713  18.08515385
 12.49163227 15.49518423 15.11461137 15.69661957 11.94422222 15.27199771
 19.44741142 11.21404553 16.2959905  15.45293963 15.23219603 14.28891366
 15.33150233 17.21682465]",16.75736433,C12H21BO2,208.16346,141091-37-4,CC1(C)OB(C2=CCCCC2)OC1(C)C,NatComm,10,5.017092099
380,5repeatAllMolecules/PinacolEster_2,10,33,0,0,248.1198,9.707960744,19.44741142,15.0170921,"[15.86069245 17.04216462  9.70796074 11.71740788 17.4343713  18.08515385
 12.49163227 15.49518423 15.11461137 15.69661957 11.94422222 15.27199771
 19.44741142 11.21404553 16.2959905  15.45293963 15.23219603 14.28891366
 15.33150233 17.21682465]",16.75736433,C12H21BO2,208.16346,141091-37-4,CC1(C)OB(C2=CCCCC2)OC1(C)C,NatComm,10,5.017092099
381,5repeatAllMolecules/PinacolEster_3,10,35,0,0,248.1198,9.707960744,19.44741142,15.0170921,"[15.86069245 17.04216462  9.70796074 11.71740788 17.4343713  18.08515385
 12.49163227 15.49518423 15.11461137 15.69661957 11.94422222 15.27199771
 19.44741142 11.21404553 16.2959905  15.45293963 15.23219603 14.28891366
 15.33150233 17.21682465]",16.75736433,C12H21BO2,208.16346,141091-37-4,CC1(C)OB(C2=CCCCC2)OC1(C)C,NatComm,10,5.017092099
382,5repeatAllMolecules/PinacolEster_4,10,35,0,0,248.1198,9.707960744,19.44741142,15.0170921,"[15.86069245 17.04216462  9.70796074 11.71740788 17.4343713  18.08515385
 12.49163227 15.49518423 15.11461137 15.69661957 11.94422222 15.27199771
 19.44741142 11.21404553 16.2959905  15.45293963 15.23219603 14.28891366
 15.33150233 17.21682465]",16.75736433,C12H21BO2,208.16346,141091-37-4,CC1(C)OB(C2=CCCCC2)OC1(C)C,NatComm,10,5.017092099
383,5repeatAllMolecules/PinacolEster_5,11,33,0,0,248.1198,9.707960744,19.44741142,15.0170921,"[15.86069245 17.04216462  9.70796074 11.71740788 17.4343713  18.08515385
 12.49163227 15.49518423 15.11461137 15.69661957 11.94422222 15.27199771
 19.44741142 11.21404553 16.2959905  15.45293963 15.23219603 14.28891366
 15.33150233 17.21682465]",16.75736433,C12H21BO2,208.16346,141091-37-4,CC1(C)OB(C2=CCCCC2)OC1(C)C,NatComm,10,5.017092099
384,5repeatAllMolecules/PinacolEster_CAS_1218790_54_5_1,17,35,0,0,248.1201,11.35058333,17.80313263,14.85234434,"[14.43583085 16.39448602 13.84385318 15.77812469 14.95392217 14.40612147
 16.85117433 13.37724879 13.43695768 15.21860725 15.65227797 11.35058333
 11.8240738  14.14031746 17.80313263 15.86749408 17.2758584  14.34272068
 15.62156044 14.47254158]",16.48354386,C11H14BN3O3,247.112822,1218790-54-5,CC1(C)OB(c2cnc3nonc3c2)OC1(C)C,NatComm,13,1.852344341
385,5repeatAllMolecules/PinacolEster_CAS_1218790_54_5_2,14,31,0,0,248.12,11.55136645,18.55964422,15.00967126,"[12.27636212 15.87202964 16.81412627 14.60977287 13.20763196 17.46294369
 16.15629594 15.27414481 15.58486264 13.43478161 12.96342739 15.71394081
 12.8537266  13.60149509 15.29778671 18.55964422 17.10612613 17.10631411
 14.74664607 11.55136645]",17.19603403,C11H14BN3O3,247.112822,1218790-54-5,CC1(C)OB(c2cnc3nonc3c2)OC1(C)C,NatComm,13,2.009671256
386,5repeatAllMolecules/PinacolEster_CAS_1218790_54_5_3,17,33,0,0,248.12,11.31919366,21.3544317,14.87227213,"[15.51551062 16.57548278 16.40383522 17.7552103  12.13689769 12.1272538
 16.47141932 11.31919366 21.3544317  16.98217373 15.69803498 12.83586563
 17.13981446 12.1139667  16.92182823 14.40045996 12.63137233 14.57648147
 11.84884132 12.63736863]",17.19603403,C11H14BN3O3,247.112822,1218790-54-5,CC1(C)OB(c2cnc3nonc3c2)OC1(C)C,NatComm,13,1.872272127
387,5repeatAllMolecules/PinacolEster_CAS_1218790_54_5_5,10,32,0,0,248.1199,11.49032684,18.13654792,15.02782531,"[13.61421453 11.49032684 14.38783325 16.00094699 15.44439132 15.2411837
 15.58429189 17.72511287 14.07298882 15.31313588 15.39386129 15.06309607
 15.09441635 12.74731763 14.91876109 15.69943096 15.55473236 16.50183928
 12.57207725 18.13654792]",16.6704875,C11H14BN3O3,247.112822,1218790-54-5,CC1(C)OB(c2cnc3nonc3c2)OC1(C)C,NatComm,13,2.027825315
388,5repeatAllMolecules/Primisulfuron_Methyl_1,42,58,0,0,469.0432,23.14943385,32.74478132,27.84225898,"[23.57546071 27.77286718 26.09651357 29.46025841 32.74478132 30.81012405
 30.69050379 28.92672963 26.76665181 29.41894797 31.93903718 28.98971044
 25.24591688 29.74254151 23.14943385 26.40221278 25.51201484 26.05274778
 26.67221673 26.87650923]",33.69244635,C15H12F4N4O7S,468.036285,86209-51-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,NatComm,23,4.842258984
389,5repeatAllMolecules/Primisulfuron_Methyl_2,36,55,0,0,469.0433,26.56925771,33.50991642,30.4661495,"[29.54302555 31.44293047 26.56925771 32.2980737  27.2124186  33.37974082
 27.42282853 28.42356693 32.89716287 31.87960076 29.9083584  33.1476905
 29.92542326 28.71591248 30.36037114 30.09321214 33.50991642 32.43042255
 28.16495405 31.9981231 ]",33.51774024,C15H12F4N4O7S,468.036285,86209-51-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,NatComm,23,7.466149499
390,5repeatAllMolecules/Primisulfuron_Methyl_3,32,59,0,0,469.0433,26.56925771,33.50991642,30.4661495,"[29.54302555 31.44293047 26.56925771 32.2980737  27.2124186  33.37974082
 27.42282853 28.42356693 32.89716287 31.87960076 29.9083584  33.1476905
 29.92542326 28.71591248 30.36037114 30.09321214 33.50991642 32.43042255
 28.16495405 31.9981231 ]",33.51774024,C15H12F4N4O7S,468.036285,86209-51-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,NatComm,23,7.466149499
391,5repeatAllMolecules/Primisulfuron_Methyl_4,36,60,0,0,469.0433,26.56925771,33.50991642,30.4661495,"[29.54302555 31.44293047 26.56925771 32.2980737  27.2124186  33.37974082
 27.42282853 28.42356693 32.89716287 31.87960076 29.9083584  33.1476905
 29.92542326 28.71591248 30.36037114 30.09321214 33.50991642 32.43042255
 28.16495405 31.9981231 ]",33.51774024,C15H12F4N4O7S,468.036285,86209-51-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,NatComm,23,7.466149499
392,5repeatAllMolecules/Primisulfuron_Methyl_5,37,60,0,0,469.0433,26.56925771,33.50991642,30.4661495,"[29.54302555 31.44293047 26.56925771 32.2980737  27.2124186  33.37974082
 27.42282853 28.42356693 32.89716287 31.87960076 29.9083584  33.1476905
 29.92542326 28.71591248 30.36037114 30.09321214 33.50991642 32.43042255
 28.16495405 31.9981231 ]",33.51774024,C15H12F4N4O7S,468.036285,86209-51-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,NatComm,23,7.466149499
